989 177466
101 698 899
314 676 631
426 428 289
316 924 222
169 406 839
445 501 409
20 305 184
111 184 267
814 957 630
402 957 717
290 461 746
68 218 148
39 69 167
202 318 749
244 500 208
178 568 620
797 888 812
509 909 521
50 779 861
656 795 389
24 566 853
189 635 103
377 684 900
366 844 104
206 855 364
571 754 761
445 778 820
477 654 232
298 543 361
19 738 376
360 807 952
741 886 864
17 762 78
237 874 998
431 949 412
649 704 424
282 286 903
235 350 753
158 190 246
548 880 331
358 484 289
254 798 744
369 541 822
224 518 821
584 883 938
457 723 473
11 811 715
696 986 705
126 519 524
547 869 844
436 465 123
450 535 956
387 473 160
481 970 691
921 956 637
297 421 662
389 686 522
464 474 542
118 756 194
280 610 850
662 947 979
53 777 698
135 349 983
311 337 30
24 331 66
68 730 100
819 853 160
149 245 920
647 981 913
194 417 543
130 523 22
179 942 584
163 720 310
288 406 710
206 445 135
27 513 126
181 781 988
418 789 829
62 857 44
221 921 792
141 780 772
798 889 2
113 551 485
368 547 750
436 946 712
514 537 395
163 365 73
13 143 731
312 594 522
375 677 620
148 911 437
326 545 517
465 929 641
125 803 435
48 461 389
153 514 525
620 820 70
18 768 755
76 981 243
681 953 723
129 173 808
272 515 992
188 425 696
199 428 628
675 702 135
159 727 3
112 158 817
79 982 145
415 788 254
114 225 678
123 399 261
651 908 869
522 871 336
131 941 932
569 631 391
45 390 268
81 254 961
523 604 358
137 721 376
194 847 937
747 755 78
223 756 477
278 858 475
160 815 685
60 437 570
28 744 860
145 838 717
589 785 904
772 920 493
24 187 651
459 874 498
164 590 631
385 783 802
481 698 449
77 666 288
798 819 444
77 906 791
38 319 483
428 540 984
370 541 257
141 421 974
34 590 558
71 854 156
56 227 303
229 341 891
228 341 703
636 680 197
270 879 861
141 837 15
51 726 647
16 243 545
277 340 475
476 632 730
285 727 849
483 851 978
587 799 88
312 895 688
60 251 105
172 694 455
57 705 129
104 803 288
792 878 611
585 860 222
903 943 232
467 595 414
163 369 39
418 640 736
325 361 485
89 173 775
27 461 18
671 827 184
49 263 201
176 910 982
216 716 61
727 981 830
626 646 288
288 793 674
478 628 369
216 466 960
313 789 437
95 125 195
273 886 396
204 413 365
170 976 119
424 436 13
302 346 594
432 648 542
481 657 736
43 341 354
48 806 579
239 853 123
540 591 866
96 430 236
422 623 305
192 549 55
353 904 122
357 362 895
458 603 459
230 545 42
157 596 787
123 920 996
411 885 440
133 250 221
199 557 35
427 781 850
296 454 135
453 867 202
644 754 514
134 540 228
266 389 138
553 692 300
741 932 474
229 859 440
159 771 47
27 424 762
143 379 24
54 326 922
232 785 280
33 700 907
561 820 848
332 421 252
228 544 551
511 654 589
596 639 872
462 700 380
776 836 650
242 485 809
256 639 326
56 945 663
436 605 594
615 923 94
526 768 833
190 621 363
405 733 160
368 626 327
566 913 63
177 596 618
682 982 905
489 845 221
318 423 152
9 930 846
250 608 12
453 873 68
235 686 684
622 779 239
259 428 516
4 327 404
620 775 339
591 766 143
87 310 8
428 617 482
50 947 671
51 714 216
544 713 453
210 884 811
755 956 433
60 188 720
488 604 842
209 620 673
87 852 740
91 747 70
147 249 134
562 729 211
297 704 610
450 941 891
411 523 631
12 702 124
28 286 131
739 814 231
45 374 861
127 971 795
300 793 142
553 810 629
615 689 849
9 191 1
258 383 930
143 209 231
76 625 122
795 930 430
501 503 523
824 842 173
621 641 89
270 959 812
14 379 502
177 277 937
250 813 487
298 825 234
624 942 164
180 988 202
129 307 242
98 188 17
157 606 841
686 929 16
128 933 524
3 601 256
203 892 690
218 593 121
492 669 467
71 90 840
141 497 825
161 399 122
444 907 526
456 864 895
59 210 360
236 926 476
197 517 55
337 974 410
413 891 698
229 743 868
332 546 192
719 773 402
86 158 731
28 737 795
9 535 761
458 732 228
609 863 318
443 831 994
182 738 16
719 743 711
28 292 808
453 737 74
111 320 313
238 609 877
139 919 958
760 909 136
17 985 470
349 742 733
36 216 72
404 432 301
34 808 714
943 985 155
536 763 760
484 944 600
375 860 255
785 867 527
569 800 32
700 817 59
389 569 422
41 846 956
204 878 848
60 214 187
588 952 236
62 342 261
350 745 167
609 953 911
488 728 110
878 885 604
346 573 687
712 989 238
390 473 532
39 800 689
654 822 981
638 788 481
633 790 222
253 883 846
337 966 520
112 738 951
289 325 360
34 791 908
63 511 109
355 775 823
354 915 507
776 988 833
460 475 408
96 953 358
93 786 875
258 652 959
415 641 858
393 704 472
853 869 73
277 575 372
16 279 399
550 888 978
264 680 174
481 670 706
113 636 405
815 839 711
400 495 214
109 310 121
403 960 660
36 875 82
195 675 828
103 530 283
269 378 246
368 782 203
75 200 157
176 949 524
190 565 996
394 746 229
241 709 859
509 596 885
113 707 718
284 504 107
298 559 553
157 326 129
419 898 238
806 909 448
22 699 513
110 881 964
73 791 307
421 851 556
518 725 770
358 897 484
641 666 531
867 949 640
240 267 332
7 318 940
407 893 492
221 886 604
703 746 213
139 791 997
422 797 360
511 810 877
165 430 775
487 822 554
249 860 127
525 976 854
481 646 112
238 864 535
722 857 938
456 723 436
407 811 910
497 806 131
500 630 1000
65 811 972
621 727 180
466 805 588
648 687 186
481 972 954
118 697 229
312 753 395
603 726 433
614 708 928
479 716 981
471 907 241
708 800 894
23 102 759
907 979 849
164 296 743
224 420 833
12 543 801
318 503 239
85 664 364
300 903 560
327 538 864
422 667 218
670 935 268
59 96 603
322 466 845
541 563 310
484 682 196
95 925 713
179 405 155
3 136 630
526 712 190
196 442 587
486 974 873
279 520 747
485 559 915
37 196 997
123 391 517
53 607 424
361 443 395
150 489 18
63 932 540
523 631 377
270 409 879
77 255 438
163 206 449
441 525 798
601 972 14
113 473 106
758 825 999
190 987 856
336 457 207
918 951 539
117 777 138
435 557 616
214 445 916
908 940 354
506 638 906
331 518 51
268 641 439
721 871 80
577 596 485
196 257 608
41 466 451
667 854 657
544 908 82
240 475 487
208 551 5
673 901 268
137 323 238
72 825 360
33 739 349
312 667 466
94 855 865
76 841 188
516 608 799
247 814 593
145 369 864
197 556 574
278 982 804
394 610 315
821 900 202
241 769 386
171 685 141
549 598 723
40 646 806
247 435 586
653 759 601
112 480 117
102 882 255
60 749 467
354 455 705
275 887 31
45 855 421
198 449 724
637 947 851
20 337 476
147 361 32
168 542 310
130 710 651
280 876 919
412 626 674
20 143 366
143 938 529
202 404 722
343 456 147
154 754 473
41 754 235
279 315 428
186 976 396
177 376 160
575 776 822
49 805 624
481 866 948
935 946 311
200 702 163
946 965 179
515 836 684
134 353 717
34 546 966
44 378 141
705 836 343
550 841 371
331 356 741
117 370 786
221 474 171
200 312 61
642 810 886
96 686 590
306 831 911
559 918 901
33 168 837
241 627 329
149 287 325
193 792 983
246 593 699
315 734 212
722 818 81
27 28 440
19 244 260
245 444 769
468 805 949
424 970 538
26 864 910
489 839 691
493 703 342
167 604 355
101 170 90
6 327 398
222 383 69
32 43 383
505 812 253
754 912 674
697 943 171
178 528 749
305 740 919
9 630 280
411 704 303
436 850 1000
150 748 805
287 973 618
306 808 201
516 839 358
594 674 149
462 909 798
642 817 917
149 633 406
606 611 671
206 784 723
6 803 523
147 714 881
359 906 440
107 394 280
404 863 734
558 826 940
297 609 351
506 831 655
571 671 21
198 983 56
540 790 679
157 397 1
38 738 882
207 459 809
731 745 127
202 717 884
106 369 853
195 418 572
11 165 494
143 201 896
113 162 845
594 722 472
557 569 89
414 892 152
31 141 773
446 892 474
294 614 204
345 372 107
146 232 507
596 827 987
297 404 695
388 884 475
251 305 545
281 941 4
46 426 137
236 686 729
267 592 494
222 635 386
235 617 428
56 482 66
428 843 734
333 870 749
58 989 44
9 977 337
251 368 303
670 900 914
106 900 389
137 449 202
250 919 7
16 842 881
483 789 885
192 566 697
355 792 844
549 628 838
156 280 389
843 936 139
141 513 578
44 949 399
134 590 627
148 811 28
128 534 369
791 971 299
272 545 378
825 847 45
76 855 924
868 896 362
217 342 926
523 787 101
25 659 583
522 575 710
611 775 21
53 964 966
832 957 73
300 576 211
90 775 764
127 735 244
149 759 155
317 438 272
310 871 633
46 810 693
304 789 907
73 835 25
930 940 38
271 391 917
315 340 14
357 569 969
279 450 337
373 622 297
572 654 85
148 206 27
605 777 905
656 867 920
177 711 304
112 369 882
98 400 954
297 841 765
236 456 930
440 954 131
241 263 290
243 847 247
303 410 137
687 903 50
273 557 34
261 740 893
357 474 565
149 260 374
322 964 913
220 527 655
471 880 448
281 628 99
162 535 826
144 792 202
423 952 667
390 690 239
411 778 929
288 937 985
232 923 440
222 467 381
86 391 387
580 970 444
112 786 939
195 285 739
6 493 61
407 889 309
513 520 294
61 859 961
156 598 181
304 644 101
351 929 765
114 402 576
679 833 951
440 578 849
127 724 552
444 667 924
332 516 132
86 699 528
26 422 429
261 373 463
621 625 187
256 381 241
92 936 836
57 616 568
840 932 20
227 923 606
724 920 728
638 961 970
231 404 678
148 870 414
121 307 817
215 469 168
353 429 978
276 678 510
5 137 238
93 503 197
442 814 532
727 972 660
25 215 977
212 557 858
637 679 313
811 871 33
794 981 756
434 492 376
742 949 693
400 455 441
367 985 953
584 855 156
383 826 558
444 717 191
142 861 120
195 988 258
183 204 706
101 436 385
155 939 985
23 957 758
567 920 124
834 852 734
53 444 725
243 428 268
304 621 233
624 950 58
217 261 235
507 658 206
905 988 403
584 803 967
514 612 747
256 297 266
576 741 533
456 745 835
133 136 322
351 914 63
489 900 93
351 879 178
220 957 848
529 718 31
383 648 301
623 780 881
368 923 696
302 471 467
203 225 60
375 587 75
47 741 681
423 468 265
289 850 44
212 727 807
615 714 806
342 529 508
437 981 984
364 430 980
779 878 662
898 962 844
770 932 652
632 973 976
357 819 366
22 801 80
645 733 301
493 737 607
33 395 562
83 150 65
378 381 201
270 947 156
731 973 831
699 974 142
180 416 904
687 708 679
142 287 55
377 568 811
214 783 569
722 909 335
714 979 825
447 653 785
29 339 7
617 811 49
160 416 666
546 806 351
141 231 577
4 733 482
582 811 727
100 368 264
152 590 522
206 262 911
644 937 137
5 428 562
754 788 61
660 750 591
177 367 756
83 675 693
44 61 547
185 747 897
265 463 135
376 944 402
400 634 97
566 703 442
621 934 422
134 911 923
843 884 398
434 905 516
201 857 104
191 941 535
524 532 926
285 796 189
353 532 967
652 961 513
248 430 100
125 825 124
540 754 596
861 881 221
434 931 200
60 767 212
145 175 35
325 643 416
491 627 259
381 937 496
731 917 944
761 917 767
355 968 827
765 981 519
87 652 705
343 362 990
293 755 756
508 787 478
776 913 685
623 807 162
99 954 132
15 274 173
8 427 83
316 844 403
43 801 563
749 783 288
883 947 622
170 198 225
147 444 343
82 974 349
156 821 419
122 522 429
191 328 559
212 748 903
193 430 114
220 918 839
904 962 858
534 890 794
127 898 567
442 822 926
354 726 445
211 387 440
227 359 956
693 857 987
30 266 757
15 227 763
154 505 244
100 979 291
327 514 620
297 758 363
111 822 481
205 829 948
219 775 699
471 948 273
454 519 878
368 546 602
222 677 452
341 364 924
108 863 610
63 189 338
35 285 506
61 801 794
452 502 34
283 709 642
599 610 806
212 735 761
60 423 257
465 748 604
295 842 674
88 409 769
170 926 639
404 459 686
94 557 705
188 311 166
645 696 308
264 301 867
134 966 577
851 965 250
303 491 657
303 615 518
465 773 978
196 339 58
361 452 666
716 739 67
584 810 901
367 980 222
275 784 359
308 657 158
156 953 357
259 434 398
563 937 649
231 862 330
69 951 810
515 762 911
136 227 184
709 895 306
72 500 936
144 341 726
158 418 314
40 183 95
9 193 228
322 792 498
931 937 668
510 654 410
408 502 273
173 443 435
59 964 51
363 749 463
223 793 923
16 444 30
708 768 763
322 677 812
424 679 776
632 947 844
521 552 734
449 828 975
870 974 66
35 736 958
433 852 864
270 989 19
494 639 486
627 689 745
360 937 7
101 286 413
801 903 936
67 384 470
136 469 965
32 674 806
815 878 948
410 425 757
45 454 199
72 884 37
92 501 211
615 769 78
539 923 525
51 918 932
544 875 25
499 504 522
16 595 940
59 931 416
571 865 910
363 637 715
42 730 31
293 953 264
261 464 188
258 944 363
21 764 499
524 536 690
21 545 153
267 442 206
294 893 169
177 287 810
311 876 901
583 753 36
243 331 647
266 673 697
168 391 78
342 695 210
26 817 188
11 742 143
511 984 263
282 957 786
82 454 553
134 454 599
440 931 217
639 745 474
99 742 811
217 552 466
79 349 785
126 134 891
70 441 767
275 765 50
802 852 598
143 703 261
82 475 537
316 576 971
104 255 670
758 885 452
719 741 321
375 722 769
329 701 495
544 897 734
165 776 943
600 866 390
545 731 154
380 537 34
155 201 31
626 768 305
320 863 542
427 859 376
259 375 772
527 900 631
412 580 805
318 786 160
500 892 11
568 927 837
560 689 177
75 959 719
35 243 413
630 835 243
8 506 231
11 287 967
241 842 913
443 778 352
314 703 982
144 363 420
171 514 810
201 290 697
190 285 595
172 771 961
78 795 788
490 919 612
43 327 86
771 914 825
256 750 737
100 662 994
94 117 639
827 907 422
799 987 271
52 558 318
272 387 632
193 509 217
799 862 476
415 664 924
30 374 34
186 928 926
179 857 440
878 942 507
609 680 773
276 517 607
764 964 434
242 621 543
790 875 186
244 635 912
388 425 964
329 592 377
388 520 193
241 621 710
182 191 703
139 986 65
255 940 945
403 687 912
300 984 20
188 316 642
40 114 258
645 674 147
212 871 427
430 899 618
173 297 615
530 982 125
179 952 135
480 551 639
73 679 264
99 323 336
864 976 203
589 916 542
260 841 851
69 823 37
606 962 129
3 509 81
194 648 461
78 970 773
94 794 995
73 940 781
99 567 562
574 625 689
447 670 76
272 883 303
444 579 562
74 742 98
244 674 679
123 521 615
152 443 460
461 769 901
287 459 412
441 543 826
546 573 921
129 184 678
239 321 921
128 198 684
845 883 884
105 956 535
4 215 610
425 493 604
172 565 116
392 553 925
541 834 102
392 749 938
820 927 939
217 539 649
600 694 879
337 566 542
288 577 548
184 959 424
577 693 107
333 336 126
358 725 276
11 136 791
35 125 29
65 699 999
65 840 729
686 986 413
639 767 18
627 804 999
331 650 696
352 822 490
596 906 425
465 859 782
398 625 507
549 579 483
186 962 587
409 917 691
341 348 921
137 636 354
651 673 199
215 459 907
873 924 304
522 817 632
241 506 259
48 511 470
226 752 724
761 902 742
774 831 332
122 509 611
612 817 356
19 364 282
23 633 668
59 582 296
206 443 833
615 655 884
32 426 290
774 902 655
163 546 43
194 930 312
503 627 526
678 893 681
187 493 206
119 703 829
264 460 534
7 329 189
624 703 694
572 905 575
463 706 117
145 969 863
274 806 683
146 752 914
123 222 913
200 232 953
86 385 631
36 601 334
481 674 815
55 195 771
30 325 73
224 415 910
547 838 479
644 842 860
272 567 586
464 926 666
94 706 622
321 378 486
93 934 814
373 590 974
373 751 432
937 988 494
321 397 911
175 431 34
59 891 746
102 342 58
636 700 649
323 580 97
465 500 893
362 479 142
310 325 471
170 762 359
219 410 947
699 760 60
472 747 851
366 621 383
315 442 37
227 709 885
440 538 414
686 723 409
428 866 218
330 692 487
227 694 880
263 509 342
106 983 878
518 973 165
25 414 46
274 747 5
470 536 777
9 290 76
24 166 69
150 414 51
235 613 75
155 737 202
878 892 892
335 523 21
427 522 474
359 699 157
119 212 792
222 703 221
295 435 99
315 914 689
123 368 933
179 540 950
298 548 103
578 648 439
380 475 862
542 687 317
259 699 634
392 927 528
564 845 763
795 957 650
401 642 499
290 972 757
61 561 112
136 269 742
718 905 893
2 401 218
423 486 435
148 667 654
95 845 551
296 783 86
610 781 75
559 727 401
223 555 67
120 817 756
254 835 871
395 562 750
221 905 214
654 815 208
481 767 814
24 52 482
178 659 363
324 437 573
200 419 610
390 547 398
320 973 707
890 911 518
561 858 161
516 534 732
753 890 438
289 731 13
69 724 775
442 537 395
126 486 605
268 435 243
670 875 780
845 904 535
155 500 659
590 815 243
458 536 132
479 591 663
616 961 226
375 387 691
540 663 917
266 514 223
547 950 438
99 530 575
851 931 693
151 651 586
41 355 9
768 779 621
140 904 554
461 471 370
549 827 303
316 717 583
498 688 498
87 938 763
275 590 568
349 427 806
643 976 312
476 899 517
81 889 640
402 684 393
108 485 106
103 941 644
263 424 459
56 657 511
831 849 546
629 976 45
56 334 817
380 519 834
73 778 826
236 933 97
726 968 273
324 485 465
779 915 540
189 920 648
394 819 42
531 907 636
55 290 107
116 575 30
596 849 28
511 921 704
282 579 56
255 305 131
619 790 454
432 868 433
776 948 702
670 929 817
170 496 687
165 899 211
430 920 323
507 960 717
354 687 118
452 476 696
653 889 505
255 660 654
673 697 598
810 890 327
281 571 114
527 775 24
145 415 98
86 800 287
478 941 161
74 735 841
218 325 244
156 770 668
20 242 513
203 525 837
31 499 186
98 680 603
160 568 95
37 961 717
169 518 59
105 485 334
500 947 865
5 534 907
562 932 251
294 302 101
553 843 581
496 739 291
639 876 967
271 816 304
339 655 593
311 962 14
79 757 182
89 639 131
31 390 562
36 387 871
370 855 985
22 354 313
198 681 540
131 884 267
558 694 280
926 965 325
21 288 88
608 903 285
462 650 160
487 608 405
575 781 403
435 958 677
233 289 660
806 850 77
509 636 404
561 759 114
56 619 712
99 840 777
72 752 73
40 549 729
73 134 343
260 309 596
597 732 645
472 658 162
11 871 700
265 374 559
77 771 481
207 548 605
161 767 131
4 503 172
91 894 127
313 962 982
47 616 688
668 758 193
385 846 447
347 509 356
262 822 311
594 988 577
654 898 703
7 31 465
224 780 796
140 614 868
31 240 859
857 887 422
920 960 882
325 609 780
151 484 908
258 587 527
507 580 740
74 382 921
320 650 449
59 400 248
270 818 558
232 963 445
696 954 69
26 601 46
371 512 313
316 522 203
34 608 355
498 716 645
208 928 138
98 476 566
364 814 502
215 293 595
285 666 150
615 815 444
48 132 341
401 540 242
11 129 877
626 848 792
128 761 834
35 584 235
560 857 589
42 202 678
864 945 301
640 710 240
53 783 413
367 902 676
302 389 805
87 886 352
681 702 168
443 753 84
251 905 258
90 748 845
656 665 450
479 932 638
795 832 380
216 395 159
282 636 430
663 770 237
236 350 943
163 780 853
557 947 987
56 137 280
636 822 721
352 944 795
51 858 162
48 885 603
605 790 486
581 967 619
601 730 721
503 655 89
333 911 651
304 658 723
119 161 328
636 912 74
709 974 370
76 299 48
825 830 805
351 372 654
673 937 438
222 536 922
211 687 866
397 454 497
581 779 929
154 273 690
407 862 994
247 432 531
666 668 823
282 971 156
12 272 361
42 714 710
376 842 526
419 892 580
223 456 52
79 866 610
240 680 76
187 680 106
247 686 538
575 862 478
125 783 485
225 560 63
170 347 434
21 970 469
529 818 951
210 445 772
405 582 771
282 352 537
467 468 172
48 503 632
232 767 660
520 978 909
175 699 211
55 217 363
565 735 38
88 99 173
243 570 538
208 707 527
800 869 524
416 743 195
751 846 979
782 875 994
228 366 138
173 892 668
383 430 238
289 377 450
457 640 148
212 888 688
302 790 168
804 878 59
296 313 289
576 867 657
153 704 73
93 349 528
114 719 654
800 939 522
470 679 341
319 837 156
864 973 926
7 336 90
372 772 784
92 880 511
225 575 581
109 373 671
54 170 573
644 840 360
288 409 373
948 984 52
713 728 674
279 778 734
342 878 314
23 150 844
59 295 941
246 953 213
561 784 469
298 803 275
485 640 800
4 363 826
97 750 154
782 898 946
637 786 764
227 775 551
782 799 62
164 346 267
774 985 485
249 934 862
507 971 244
88 691 948
147 915 86
502 896 33
300 317 449
53 775 934
577 743 467
579 693 450
199 729 831
271 312 211
46 534 965
279 396 66
688 784 388
112 619 722
314 875 863
668 945 335
695 882 319
228 276 46
113 538 639
284 739 610
688 804 969
335 976 30
380 911 88
258 541 471
125 807 31
132 773 156
566 971 320
219 760 734
235 848 952
57 965 826
16 188 587
327 519 926
747 941 615
624 800 105
83 297 506
404 623 241
373 739 219
64 598 432
31 212 571
638 826 627
440 795 814
397 847 31
681 947 450
623 949 937
127 860 552
342 631 695
382 663 813
111 831 920
131 684 519
413 578 202
163 984 465
101 632 703
589 766 731
281 593 688
257 295 976
848 926 563
223 474 951
164 717 814
598 885 725
506 703 374
246 269 796
467 628 27
228 840 44
565 954 788
383 536 852
273 934 756
104 946 841
268 966 300
35 286 11
50 693 21
87 900 417
50 460 341
381 900 334
528 623 655
771 976 689
62 831 950
444 550 269
269 427 582
171 360 738
193 339 521
693 934 477
487 701 388
597 881 847
471 616 308
226 318 335
515 962 171
595 743 66
527 635 986
770 874 978
170 211 139
189 783 134
42 234 304
448 969 347
108 552 933
784 941 354
30 646 138
221 586 920
826 869 724
499 706 627
480 671 685
116 186 187
97 215 621
398 401 44
593 947 850
524 853 948
34 554 916
122 593 215
68 162 469
254 848 949
429 712 449
107 755 168
431 922 517
813 941 188
867 911 569
853 975 886
118 964 641
557 563 518
23 963 30
361 741 545
519 761 152
64 733 363
15 123 518
94 170 412
241 336 500
41 478 761
784 870 546
485 782 145
680 893 153
275 497 712
393 413 245
8 813 612
657 984 124
387 470 106
628 771 530
263 960 573
638 787 404
269 724 196
361 433 365
621 809 846
82 236 387
149 359 377
401 758 156
154 380 366
369 417 183
383 697 859
305 659 146
49 636 547
391 546 558
650 752 401
7 194 934
28 443 583
418 429 268
63 630 868
40 118 852
16 732 182
112 598 52
316 928 189
598 737 968
207 816 910
740 748 188
148 916 394
279 594 954
585 664 603
10 276 662
423 537 813
536 572 545
144 788 688
505 745 839
460 830 443
152 424 120
282 785 971
416 805 622
576 822 651
456 641 578
178 652 83
175 421 13
328 660 204
43 949 461
412 672 556
458 754 489
147 241 449
158 717 870
122 452 999
911 986 714
145 677 40
174 842 660
636 748 40
426 814 916
322 742 510
393 733 67
365 811 162
310 401 130
450 495 214
14 712 747
332 486 814
355 417 505
560 887 6
444 812 719
241 478 400
119 378 602
175 845 345
368 974 636
46 347 205
537 914 738
14 412 488
421 507 392
88 234 832
169 806 548
705 913 503
55 254 94
408 764 894
158 976 787
213 454 692
299 458 469
139 809 887
721 850 146
676 762 362
269 789 778
538 705 94
148 445 152
120 808 329
277 677 405
300 770 617
349 474 652
2 289 455
167 359 366
767 903 643
208 789 349
73 551 915
121 538 14
296 737 348
533 803 204
321 364 155
10 203 146
268 481 259
180 648 981
83 237 42
358 901 532
126 922 196
227 854 495
335 926 907
105 983 107
42 545 357
6 403 788
201 284 724
726 807 467
557 920 506
844 928 438
278 601 77
128 325 505
266 653 671
163 237 493
151 624 755
15 42 883
628 864 905
721 736 841
28 467 373
396 405 253
56 662 271
291 880 914
29 820 737
116 121 232
102 656 713
543 879 623
217 527 537
234 869 658
371 904 632
260 887 840
432 903 484
356 456 126
128 846 732
45 166 628
237 758 752
27 313 824
515 769 34
726 981 417
253 646 115
195 523 841
123 845 210
735 787 253
419 752 769
20 482 365
511 900 418
161 345 316
72 734 62
440 869 347
44 620 473
732 864 204
765 839 643
440 505 572
63 281 402
542 753 972
764 816 305
135 829 952
179 760 113
62 328 351
116 824 209
877 940 29
171 280 38
135 465 7
585 964 65
53 250 331
468 569 802
333 732 36
24 780 967
554 654 581
93 177 739
165 846 452
866 970 265
681 792 836
129 855 361
96 115 133
9 869 259
312 464 614
238 842 260
204 473 476
819 880 881
393 844 221
72 105 67
666 832 114
205 895 172
424 898 338
459 522 572
177 213 480
383 843 838
5 24 595
255 299 984
216 502 232
28 867 937
204 924 418
200 559 408
673 804 352
859 938 318
643 659 374
11 46 383
81 329 62
78 578 902
895 948 188
682 911 107
581 629 245
10 62 650
425 814 344
720 918 243
262 623 652
133 315 172
219 488 947
598 863 128
297 826 607
488 498 893
655 754 428
443 675 406
308 649 397
186 943 738
348 401 341
326 630 253
778 861 518
93 875 555
32 873 228
346 842 36
955 981 816
808 938 247
655 814 776
34 535 209
197 768 494
275 656 250
144 617 877
330 884 650
33 766 84
27 47 887
366 413 386
520 812 381
7 734 852
548 899 107
679 727 939
670 920 847
88 477 923
211 295 889
722 732 62
319 509 829
47 387 969
834 887 244
141 411 403
26 772 548
124 808 668
34 346 350
435 652 571
294 889 84
317 785 225
13 782 40
24 852 716
758 835 42
430 780 444
63 476 88
219 365 28
163 656 390
94 472 926
805 935 450
95 908 391
234 732 524
262 804 953
511 578 992
837 906 652
126 232 341
518 698 100
637 825 762
358 866 616
380 615 841
890 974 718
54 862 828
815 953 269
798 844 37
247 809 738
347 852 586
210 417 745
83 986 747
469 855 163
196 871 332
611 736 764
127 922 781
72 402 378
665 924 882
718 823 627
539 868 34
253 753 478
17 238 722
350 779 99
466 682 944
63 927 236
270 314 689
275 947 455
205 741 278
56 854 955
612 740 321
565 837 489
138 739 692
403 984 765
52 277 984
458 928 895
551 954 453
306 748 307
48 731 378
551 723 353
70 599 151
97 363 575
95 521 626
279 952 513
398 918 766
806 915 271
91 395 296
755 919 400
90 262 441
312 406 851
261 408 448
414 903 313
522 832 391
456 917 684
568 948 244
895 954 925
283 448 639
307 944 933
305 744 8
102 133 686
308 514 432
100 692 955
505 844 503
83 735 702
243 929 189
436 838 360
318 442 84
559 853 625
136 453 486
555 598 834
254 421 775
142 403 260
141 604 112
418 537 937
16 681 120
159 308 744
237 804 436
445 858 75
24 636 248
249 932 319
441 952 873
46 180 705
405 703 335
488 655 22
438 681 197
248 789 673
439 675 535
914 962 277
184 495 133
580 855 481
117 223 492
842 969 816
74 128 457
101 331 905
766 946 845
199 382 622
224 755 692
573 630 2
623 980 949
762 986 205
274 467 182
372 789 197
215 585 982
120 407 216
338 344 631
196 958 432
296 791 512
100 356 789
534 582 490
220 858 305
132 250 58
429 967 593
48 575 190
400 603 245
349 565 363
286 653 1000
784 971 339
195 367 393
207 827 708
226 366 115
105 977 964
195 287 605
379 384 610
107 683 116
175 740 300
220 821 197
877 956 937
211 343 63
199 737 840
238 478 176
129 244 583
395 988 296
186 794 594
214 945 658
617 643 175
653 900 878
31 146 229
52 139 618
150 987 135
401 636 544
126 975 502
629 770 301
416 528 10
11 289 349
130 628 563
435 920 605
92 106 531
143 773 668
775 941 412
456 758 726
533 658 882
603 720 23
128 927 704
360 482 589
375 688 559
517 608 358
84 780 395
104 296 390
224 745 342
593 879 365
315 900 489
201 317 262
121 361 964
819 967 295
551 631 972
389 401 797
404 928 938
307 574 955
787 965 596
525 806 123
449 683 378
352 881 295
259 659 121
414 695 662
813 824 949
794 941 957
316 962 592
55 314 10
304 386 327
365 443 13
171 183 867
509 588 38
497 670 416
269 306 156
183 642 122
193 964 647
720 855 167
476 778 836
38 944 603
336 744 971
262 524 477
297 957 274
535 694 860
280 890 134
184 357 196
349 714 720
6 148 704
490 800 680
215 989 723
805 923 707
335 648 173
9 153 667
584 728 627
506 772 504
896 926 925
249 761 116
519 765 472
375 903 84
546 719 768
152 934 9
187 474 31
186 679 987
289 553 380
914 973 305
93 736 293
402 943 947
669 768 131
396 623 39
341 815 39
13 890 359
554 918 427
218 729 301
44 143 850
483 875 819
592 783 321
472 813 857
231 345 789
344 640 163
515 938 481
619 902 745
661 807 556
185 213 646
127 626 220
545 976 196
6 550 554
436 573 191
695 873 696
78 938 391
648 656 882
12 36 664
854 928 330
69 150 236
133 379 177
14 836 363
151 236 3
156 488 395
80 892 722
42 735 121
583 601 825
518 981 751
116 182 323
329 607 226
85 846 318
57 440 15
38 963 682
654 709 162
717 946 763
120 214 288
622 938 559
93 605 613
40 821 625
768 812 408
77 300 23
453 700 705
68 864 898
580 854 830
27 495 228
393 554 212
136 929 294
494 682 834
358 820 852
85 670 418
534 875 933
302 504 416
217 504 689
724 962 748
67 353 112
475 596 229
603 829 271
10 519 624
700 869 588
195 803 169
74 969 606
878 951 796
621 712 605
522 948 87
468 867 250
195 247 858
46 800 485
405 407 682
625 648 512
487 913 920
760 795 282
150 458 308
223 338 814
117 637 406
426 532 406
875 945 361
193 923 811
253 877 141
206 698 113
39 716 318
190 410 99
932 961 517
918 985 841
6 713 412
143 224 771
55 488 965
439 827 692
266 337 422
85 646 673
901 928 294
271 388 220
212 466 359
29 392 439
362 742 189
90 470 429
30 366 153
120 613 74
278 477 501
145 750 522
316 427 323
18 705 329
137 915 13
298 689 190
460 521 78
822 932 80
222 248 56
300 750 818
315 667 994
706 730 325
594 865 710
7 43 988
472 838 763
333 499 17
69 922 156
201 542 652
67 553 508
